"";"Cod_setor";"Situacao_setor";"V062";"V063";"V064";"V065";"V066";"V067";"V068";"V081";"V082";"V083";"V084";"V085";"V086";"V087";"qtdM"
"37";230440005060789;1;"17";"20";"25";"11";"3";"3";"5";23;26;24;18;8;4;8;111
"38";230440005060790;1;"22";"42";"47";"26";"4";"11";"10";29;43;26;15;11;6;10;140
"39";230440005060791;1;"17";"28";"27";"15";"9";"2";"7";23;18;8;8;1;4;8;70
"40";230440005060792;1;"38";"41";"34";"18";"7";"5";"23";34;25;18;15;9;4;12;117
"41";230440005060793;1;"18";"20";"10";"6";"3";"3";"14";13;15;20;8;5;8;7;76
"42";230440005060794;1;"26";"28";"26";"12";"3";"5";"10";28;31;16;25;10;7;12;129
"43";230440005060795;1;"17";"14";"24";"9";"1";"2";"8";17;23;20;5;4;0;6;75
"44";230440005060796;1;"24";"38";"35";"19";"10";"6";"8";19;15;17;18;3;3;12;87
"45";230440005060797;1;"22";"24";"25";"9";"4";"7";"17";31;34;34;24;7;7;26;163
"46";230440005060798;1;"34";"47";"33";"8";"4";"4";"15";33;31;31;19;7;11;17;149
"47";230440005060799;1;"22";"28";"23";"5";"5";"6";"10";24;24;18;12;3;6;7;94
"48";230440005060800;1;"27";"36";"33";"15";"5";"3";"10";22;23;15;6;4;5;7;82
"49";230440005060801;1;"37";"62";"32";"28";"8";"6";"21";33;49;28;13;10;13;16;162
"50";230440005060802;1;"22";"54";"36";"14";"13";"8";"15";27;18;19;10;5;2;15;96
"51";230440005060803;1;"33";"47";"34";"15";"7";"3";"8";32;24;13;13;11;6;10;109
"52";230440005060804;1;"27";"29";"28";"7";"4";"7";"20";27;34;21;13;6;5;5;111
"53";230440005060805;1;"14";"25";"20";"11";"9";"11";"11";15;13;22;3;3;7;7;70
"54";230440005060806;1;"39";"50";"42";"26";"14";"14";"26";20;26;22;19;6;8;7;108
"55";230440005060877;1;"19";"33";"29";"19";"8";"3";"12";14;17;14;7;5;7;14;78
"56";230440005060878;1;"17";"26";"22";"12";"6";"7";"11";21;14;9;8;9;4;7;72
"57";230440005060879;1;"16";"19";"19";"8";"5";"5";"8";22;15;7;9;4;6;9;72
"58";230440005060880;1;"22";"20";"18";"8";"5";"3";"10";18;42;39;19;11;6;1;136
"59";230440005060881;1;"17";"47";"37";"19";"5";"11";"11";25;20;21;17;3;9;5;100
"60";230440005060882;1;"14";"34";"53";"22";"6";"5";"0";12;19;8;5;2;5;10;61
"61";230440005060883;1;"12";"24";"22";"13";"8";"3";"11";20;28;23;12;5;2;9;99
"62";230440005060884;1;"27";"37";"32";"29";"6";"5";"5";15;29;19;13;5;6;6;93
"63";230440005060885;1;"22";"28";"47";"31";"12";"5";"8";22;19;18;14;8;15;6;102
"64";230440005060886;1;"26";"43";"37";"22";"7";"8";"18";25;48;30;35;10;11;12;171
"65";230440005060887;1;"14";"33";"32";"22";"7";"11";"5";22;25;20;18;8;11;8;112
"66";230440005060888;1;"16";"27";"31";"22";"5";"5";"1";20;39;22;25;9;21;7;143
"67";230440005060889;1;"37";"56";"66";"33";"12";"10";"21";50;49;60;31;16;13;15;234
"68";230440005060890;1;"33";"60";"48";"16";"12";"7";"19";18;26;27;17;12;12;10;122
"69";230440005060891;1;"16";"11";"11";"13";"5";"5";"11";20;36;27;12;6;2;4;107
"70";230440005060892;1;"18";"22";"19";"7";"2";"3";"12";19;31;24;16;10;10;5;115
"71";230440005060893;1;"31";"31";"27";"18";"7";"6";"21";16;16;15;8;9;7;0;71
"72";230440005060894;1;"14";"14";"14";"7";"3";"7";"15";23;32;22;21;12;13;12;135
"73";230440005060895;1;"13";"15";"18";"8";"3";"1";"10";17;27;45;25;8;11;11;144
"74";230440005060896;1;"31";"34";"32";"8";"6";"1";"15";24;52;35;25;10;11;10;167
"75";230440005060897;1;"8";"14";"31";"11";"4";"5";"5";16;23;17;15;6;11;9;97
"76";230440005060898;1;"35";"33";"35";"18";"9";"8";"8";20;26;23;16;4;5;7;101
"77";230440005060899;1;"36";"41";"49";"23";"5";"6";"6";31;67;52;18;13;13;10;204
"78";230440005060900;1;"56";"61";"21";"5";"0";"0";"19";45;34;11;3;0;0;24;117
"79";230440005060901;1;"28";"34";"25";"12";"2";"5";"15";29;36;25;15;9;12;10;136
"80";230440005060902;1;"26";"46";"43";"17";"9";"1";"6";17;32;7;6;2;2;14;80
"81";230440005060903;1;"28";"45";"27";"23";"5";"8";"9";45;51;29;24;8;7;17;181
"82";230440005060904;1;"21";"24";"26";"10";"3";"3";"6";15;23;18;11;7;3;8;85
"83";230440005060905;1;"21";"23";"23";"15";"4";"4";"9";20;16;9;10;5;2;8;70
"84";230440005060906;1;"17";"30";"35";"17";"13";"8";"13";27;33;28;23;7;7;8;133
"85";230440005060907;1;"13";"36";"22";"9";"6";"3";"9";23;13;15;6;2;4;7;70
"86";230440005060908;1;"23";"32";"47";"21";"10";"3";"7";27;29;29;26;15;14;4;144
"87";230440005060909;1;"19";"36";"45";"18";"13";"10";"16";36;50;35;18;17;17;8;181
"88";230440005060910;1;"16";"19";"22";"15";"8";"4";"9";40;47;35;19;11;13;12;177
"89";230440005060911;1;"18";"44";"32";"24";"5";"7";"11";13;21;22;9;7;8;12;92
"90";230440005060994;1;"17";"31";"20";"13";"5";"6";"18";38;31;29;23;11;7;10;149
"91";230440005070030;1;"21";"33";"34";"13";"5";"2";"11";23;26;18;12;8;8;23;118
"92";230440005070031;1;"18";"18";"24";"12";"8";"7";"17";22;17;11;11;4;4;6;75
"93";230440005070032;1;"29";"34";"35";"14";"8";"9";"22";29;27;13;9;5;5;34;122
"94";230440005070033;1;"11";"18";"19";"3";"2";"3";"7";20;12;11;5;5;5;7;65
"95";230440005070034;1;"28";"20";"26";"11";"8";"6";"10";26;24;33;16;2;5;8;114
"96";230440005070035;1;"20";"43";"29";"22";"10";"11";"10";30;34;28;11;9;12;12;136
"97";230440005070036;1;"14";"20";"17";"7";"4";"4";"3";30;36;20;9;2;8;13;118
"98";230440005070037;1;"18";"17";"17";"4";"7";"2";"17";32;39;20;13;5;5;14;128
"99";230440005070038;1;"21";"30";"24";"8";"6";"2";"3";21;17;16;9;3;4;5;75
"100";230440005070039;1;"20";"23";"31";"9";"4";"0";"9";31;25;18;6;3;0;18;101
"101";230440005070040;1;"39";"35";"16";"9";"1";"4";"21";60;43;33;15;6;7;24;188
"102";230440005070041;1;"4";"18";"23";"10";"5";"4";"7";12;28;15;9;6;4;4;78
"103";230440005070042;1;"24";"33";"18";"19";"2";"2";"14";24;25;15;14;4;7;19;108
"104";230440005070043;1;"22";"14";"16";"7";"6";"0";"14";32;29;26;8;6;4;20;125
"105";230440005070044;1;"22";"24";"30";"13";"3";"5";"5";24;20;20;9;3;3;12;91
"106";230440005070045;1;"1";"4";"6";"2";"2";"0";"2";5;2;2;2;2;6;4;23
"107";230440005070046;1;"20";"30";"20";"18";"3";"6";"8";39;29;21;14;9;3;16;131
"108";230440005070047;1;"36";"53";"49";"25";"5";"7";"15";51;26;19;17;4;4;18;139
"109";230440005070048;1;"21";"30";"22";"12";"9";"5";"3";18;37;14;7;1;2;4;83
"110";230440005070049;1;"33";"51";"42";"19";"5";"4";"22";45;43;31;14;3;3;24;163
"111";230440005070050;1;"40";"48";"40";"22";"2";"1";"13";58;37;28;8;5;2;30;168
"112";230440005070051;1;"25";"30";"17";"11";"6";"2";"14";31;24;15;8;2;5;10;95
"113";230440005070052;1;"26";"21";"21";"11";"4";"2";"17";28;37;19;14;12;12;11;133
"114";230440005070053;1;"29";"50";"43";"22";"11";"5";"29";36;48;23;18;11;7;17;160
"115";230440005070054;1;"18";"21";"19";"10";"2";"2";"13";34;30;23;7;3;5;13;115
"116";230440005070055;1;"12";"18";"16";"11";"4";"3";"7";9;9;9;3;6;4;7;47
"117";230440005070056;1;"6";"35";"38";"17";"3";"6";"1";6;14;20;17;3;9;4;73
"118";230440005070057;1;"19";"20";"18";"11";"5";"4";"15";37;43;39;19;9;5;11;163
"119";230440005070058;1;"39";"44";"46";"24";"8";"15";"19";26;35;34;20;8;13;15;151
"120";230440005070059;1;"19";"26";"27";"13";"5";"13";"12";22;25;12;10;8;7;13;97
"121";230440005070060;1;"12";"16";"17";"6";"8";"5";"11";15;22;14;9;9;2;14;85
"122";230440005070061;1;"31";"32";"18";"19";"5";"8";"36";20;37;33;19;13;12;11;145
"123";230440005070273;1;"12";"9";"18";"9";"6";"4";"20";13;26;14;8;3;4;13;81
"124";230440005070274;1;"10";"12";"12";"9";"3";"3";"2";5;6;8;3;2;0;2;26
"125";230440005070275;1;"28";"53";"48";"28";"6";"5";"7";38;29;22;9;3;5;17;123
"126";230440005070276;1;"16";"19";"12";"14";"2";"3";"5";33;30;25;19;13;6;18;144
"127";230440005070277;1;"25";"33";"23";"15";"10";"5";"9";31;27;19;16;4;8;11;116
"128";230440005070278;1;"19";"17";"21";"11";"4";"2";"9";12;27;11;10;4;5;10;79
"129";230440005070279;1;"36";"49";"51";"34";"6";"2";"15";30;23;21;6;2;2;14;98
"130";230440005070280;1;"14";"16";"24";"11";"7";"7";"6";10;19;8;8;3;1;9;58
"131";230440005070281;1;"16";"25";"37";"13";"3";"7";"10";26;23;31;14;4;1;17;116
"132";230440005070282;1;"24";"29";"30";"18";"10";"4";"4";14;22;21;8;3;3;8;79
"133";230440005070283;1;"30";"51";"36";"13";"7";"4";"7";45;46;44;13;4;6;13;171
"134";230440005070284;1;"25";"39";"37";"20";"5";"4";"11";39;44;14;21;1;10;17;146
"135";230440005070285;1;"17";"23";"23";"8";"8";"4";"3";21;16;23;8;3;7;9;87
"136";230440005070286;1;"11";"13";"18";"10";"9";"8";"8";15;17;11;10;4;7;6;70
"137";230440005070287;1;"64";"62";"40";"19";"6";"9";"28";42;34;18;12;8;15;21;150
"138";230440005070288;1;"42";"43";"52";"28";"6";"2";"21";24;31;18;6;6;8;6;99
"139";230440005070289;1;"18";"42";"47";"23";"15";"5";"6";33;35;35;26;17;12;7;165
"140";230440005070290;1;"7";"29";"47";"16";"5";"0";"1";9;15;40;17;9;1;4;95
"141";230440005070291;1;"33";"43";"41";"24";"6";"8";"15";35;24;15;14;8;17;17;130
"142";230440005070292;1;"26";"28";"40";"15";"4";"8";"11";25;26;14;10;2;5;16;98
"143";230440005070293;1;"25";"30";"25";"8";"6";"1";"7";18;24;16;7;2;1;14;82
"144";230440005070294;1;"35";"20";"29";"15";"3";"4";"37";41;44;37;14;9;9;15;169
"145";230440005070295;1;"26";"25";"13";"15";"2";"0";"28";16;18;11;3;5;3;5;61
"146";230440005070296;1;"34";"33";"41";"20";"6";"4";"10";18;24;25;15;6;7;12;107
"147";230440005070297;1;"25";"49";"35";"13";"9";"11";"13";25;26;19;12;17;10;14;123
"148";230440005070298;1;"13";"33";"29";"18";"8";"3";"6";20;20;19;14;3;5;12;93
"149";230440005070299;1;"32";"42";"27";"18";"10";"4";"10";19;23;12;10;6;13;13;96
"150";230440005070300;1;"26";"44";"54";"20";"4";"4";"16";36;41;26;12;5;9;19;148
"151";230440005070301;1;"14";"15";"16";"8";"1";"2";"10";25;28;22;13;3;5;10;106
"152";230440005070302;1;"28";"21";"29";"10";"4";"2";"11";25;36;18;4;3;0;20;106
"153";230440005070303;1;"33";"46";"28";"16";"2";"3";"10";44;36;23;12;5;7;15;142
"154";230440005070304;1;"23";"34";"23";"19";"11";"3";"23";31;40;26;17;9;8;17;148
"155";230440005070305;1;"24";"25";"18";"12";"3";"3";"9";27;37;26;20;15;14;6;145
"156";230440005070306;1;"15";"18";"15";"8";"3";"0";"9";12;15;16;7;1;2;6;59
"157";230440005070307;1;"31";"34";"38";"22";"14";"9";"13";40;27;26;21;12;11;17;154
"158";230440005070308;1;"11";"25";"17";"12";"8";"1";"6";21;32;20;16;8;7;10;114
"159";230440005070309;1;"2";"8";"81";"62";"14";"3";"1";1;5;27;29;2;1;1;66
"160";230440005070310;1;"24";"37";"28";"15";"5";"9";"7";18;17;21;13;7;10;7;93
"161";230440005070311;1;"24";"26";"21";"10";"6";"4";"11";32;22;17;6;3;2;23;105
"162";230440005070312;1;"1";"15";"9";"3";"0";"2";"5";5;8;2;0;1;1;5;22
"163";230440005070313;1;"16";"22";"16";"12";"3";"1";"6";28;33;29;19;6;7;14;136
"164";230440005070314;1;"10";"8";"6";"3";"3";"3";"3";4;8;10;4;4;4;4;38
"165";230440005070315;1;"20";"24";"27";"16";"5";"8";"14";32;28;20;14;11;12;10;127
"166";230440005070316;1;"6";"24";"8";"7";"5";"5";"3";9;13;6;5;4;5;3;45
"167";230440005070317;1;"17";"27";"25";"11";"4";"1";"9";32;35;24;17;8;7;17;140
"168";230440005070318;1;"26";"52";"25";"12";"12";"8";"15";29;41;33;22;11;11;8;155
"169";230440005070319;1;"13";"23";"17";"8";"5";"5";"13";20;25;11;16;11;13;5;101
"170";230440005070320;1;"21";"26";"23";"14";"10";"4";"24";32;34;34;17;8;10;13;148
"171";230440005070321;1;"15";"21";"23";"19";"9";"6";"5";27;22;14;17;12;9;6;107
"172";230440005070322;1;"21";"22";"21";"10";"3";"5";"28";23;21;13;7;7;8;15;94
"173";230440005070323;1;"22";"31";"25";"15";"4";"11";"11";31;41;26;11;6;9;9;133
"174";230440005070324;1;"8";"20";"6";"5";"4";"5";"5";13;12;13;8;4;2;5;57
"175";230440005070325;1;"22";"28";"33";"19";"4";"9";"17";21;34;27;16;5;12;12;127
"176";230440005070326;1;"21";"37";"34";"15";"12";"12";"9";15;26;17;15;5;19;4;101
"177";230440005070327;1;"9";"14";"17";"14";"3";"2";"7";19;28;20;18;8;8;7;108
"178";230440005070328;1;"8";"14";"24";"15";"4";"6";"11";13;14;12;15;3;17;5;79
"179";230440005070329;1;"8";"17";"16";"10";"1";"3";"4";8;9;14;4;1;3;7;46
"180";230440005070330;1;"13";"29";"36";"9";"7";"10";"17";34;35;25;21;12;13;14;154
"181";230440005070331;1;"24";"38";"43";"15";"6";"6";"22";19;37;17;11;6;7;13;110
"182";230440005070332;1;"23";"34";"35";"12";"2";"1";"17";18;28;11;5;1;2;15;80
"183";230440005070333;1;"23";"19";"23";"13";"11";"8";"5";18;25;10;13;1;2;11;80
"184";230440005070334;1;"27";"41";"44";"19";"3";"5";"25";43;42;35;9;4;6;15;154
"185";230440005070335;1;"19";"21";"31";"11";"4";"9";"17";25;31;24;15;8;11;11;125
"186";230440005070336;1;"8";"13";"21";"5";"5";"2";"9";14;28;18;9;10;9;5;93
"187";230440005070337;1;"19";"38";"40";"23";"8";"7";"17";24;32;26;14;8;9;19;132
"188";230440005070338;1;"12";"17";"26";"11";"6";"9";"6";11;16;26;12;9;11;6;91
"189";230440005070339;1;"4";"11";"9";"5";"2";"4";"5";6;18;17;8;2;5;1;57
"190";230440005070340;1;"16";"21";"27";"16";"4";"13";"9";20;34;19;13;8;19;5;118
"191";230440005070341;1;"22";"23";"21";"12";"6";"7";"6";23;12;7;11;9;5;5;72
"192";230440005070342;1;"7";"23";"23";"9";"3";"2";"14";17;13;16;9;4;9;13;81
"193";230440005070343;1;"17";"22";"11";"5";"2";"2";"16";28;39;28;21;10;15;9;150
"194";230440005070344;1;"31";"52";"39";"20";"16";"15";"15";34;38;20;14;9;21;8;144
"195";230440005070345;1;"19";"24";"28";"15";"18";"7";"16";11;18;11;9;6;5;11;71
"196";230440005070519;1;"13";"34";"26";"16";"3";"3";"6";25;29;19;16;4;3;10;106
"197";230440005070520;1;"30";"41";"24";"15";"7";"6";"12";28;22;10;14;4;6;7;91
"198";230440005070521;1;"31";"64";"51";"12";"7";"12";"17";30;31;22;12;6;3;27;131
"199";230440005070522;1;"39";"42";"32";"27";"10";"8";"27";35;31;32;12;11;10;11;142
"200";230440005070523;1;"20";"27";"14";"13";"6";"5";"21";54;64;51;26;12;9;19;235
"201";230440005070524;1;"9";"22";"7";"7";"3";"0";"6";15;18;29;9;5;7;5;88
"202";230440005070525;1;"5";"14";"9";"7";"3";"2";"2";7;9;5;2;4;2;3;32
"203";230440005070526;1;"8";"13";"15";"5";"2";"1";"3";12;8;6;4;2;0;7;39
"204";230440005070527;1;"11";"28";"34";"11";"6";"1";"6";22;30;22;13;7;6;9;109
"205";230440005070528;1;"14";"25";"24";"20";"8";"5";"11";28;24;10;7;3;8;10;90
"206";230440005070529;1;"21";"19";"30";"25";"13";"8";"4";18;20;21;11;3;4;3;80
"207";230440005070530;1;"16";"35";"35";"17";"4";"5";"15";21;23;5;7;1;10;9;76
"208";230440005070531;1;"28";"47";"30";"14";"3";"7";"13";26;19;13;7;2;3;14;84
"209";230440005070532;1;"15";"26";"28";"10";"3";"6";"15";21;29;27;16;6;8;13;120
"210";230440005070533;1;"10";"16";"14";"5";"5";"5";"10";17;29;33;16;11;16;4;126
"211";230440005070534;1;"19";"26";"15";"7";"3";"1";"9";32;39;22;11;7;10;12;133
"212";230440005070535;1;"24";"35";"39";"18";"4";"5";"19";16;35;14;13;4;4;3;89
"213";230440005070536;1;"30";"20";"29";"14";"6";"7";"16";33;21;20;11;7;1;12;105
"214";230440005070537;1;"11";"18";"16";"6";"7";"2";"5";33;38;27;9;2;0;22;131
"215";230440005070538;1;"20";"29";"34";"25";"2";"1";"6";27;23;20;4;4;0;11;89
"216";230440005070539;1;"5";"19";"19";"10";"6";"3";"2";19;22;15;11;5;2;3;77
"217";230440005070540;1;"22";"28";"31";"21";"10";"7";"5";24;22;20;12;7;15;10;110
"218";230440005070541;1;"2";"9";"7";"10";"4";"2";"3";12;12;8;3;1;0;3;39
"219";230440005070542;1;"15";"22";"15";"8";"6";"2";"5";19;15;17;8;8;8;5;80
"220";230440005070543;1;"3";"7";"16";"9";"8";"4";"0";0;12;11;7;2;1;1;34
"221";230440005070544;1;"10";"15";"19";"11";"3";"2";"5";15;15;7;5;3;2;3;50
"222";230440005070545;1;"40";"56";"64";"36";"16";"4";"11";31;35;17;10;5;6;12;116
"223";230440005070546;1;"28";"48";"34";"21";"11";"7";"15";21;24;23;7;0;3;7;85
"224";230440005070547;1;"29";"55";"46";"20";"7";"11";"13";32;23;30;18;6;11;16;136
"225";230440005070548;1;"28";"52";"41";"18";"14";"5";"11";34;47;28;12;8;5;25;159
"226";230440005070549;1;"18";"18";"20";"12";"1";"6";"5";9;20;14;6;3;3;6;61
"227";230440005070550;1;"32";"24";"38";"12";"12";"7";"20";23;20;8;13;5;8;17;94
"228";230440005070551;1;"14";"23";"11";"9";"4";"5";"6";26;52;53;27;18;16;10;202
"229";230440005070552;1;"14";"21";"23";"19";"3";"3";"5";16;18;18;16;2;6;3;79
"230";230440005070553;1;"18";"28";"26";"13";"7";"6";"12";22;25;16;9;5;14;6;97
"231";230440005070554;1;"17";"17";"27";"17";"1";"4";"11";10;18;17;9;2;4;7;67
"232";230440005070555;1;"11";"29";"22";"14";"6";"3";"3";21;14;13;10;5;7;5;75
"233";230440005070556;1;"18";"36";"16";"9";"9";"6";"3";23;17;17;8;10;7;1;83
"234";230440005070557;1;"11";"17";"18";"6";"3";"5";"17";26;39;37;16;9;10;10;147
"235";230440005070558;1;"25";"20";"29";"21";"6";"5";"14";28;31;25;22;5;7;13;131
"236";230440005070559;1;"34";"39";"26";"10";"5";"3";"16";40;22;32;9;9;6;11;129
"237";230440005070560;1;"19";"22";"11";"5";"4";"4";"14";38;51;46;28;13;17;15;208
"238";230440005070561;1;"24";"40";"36";"21";"8";"4";"9";20;23;19;15;4;8;6;95
"239";230440005070562;1;"30";"47";"45";"21";"8";"1";"7";36;37;27;15;5;8;20;148
"240";230440005070563;1;"22";"25";"24";"18";"4";"7";"6";21;20;19;9;8;3;6;86
"241";230440005070564;1;"20";"21";"28";"12";"6";"6";"7";36;40;21;13;2;6;11;129
"242";230440005070565;1;"16";"19";"21";"7";"3";"0";"3";12;13;8;3;0;1;1;38
"243";230440005070566;1;"19";"15";"17";"7";"4";"4";"13";33;46;42;21;9;15;17;183
"244";230440005070567;1;"24";"18";"22";"11";"4";"8";"22";21;29;13;3;5;4;19;94
"245";230440005070568;1;"18";"41";"36";"21";"2";"4";"8";32;43;13;19;5;7;16;135
"246";230440005070569;1;"10";"17";"16";"13";"2";"7";"3";21;40;23;29;10;8;11;142
"247";230440005070570;1;"21";"36";"32";"12";"11";"8";"12";25;29;34;17;10;17;4;136
"248";230440005070571;1;"4";"9";"13";"5";"1";"2";"2";4;13;6;0;3;2;5;33
"249";230440005070572;1;"39";"46";"52";"27";"13";"3";"11";28;27;24;16;4;3;13;115
"250";230440005070573;1;"37";"52";"48";"14";"9";"7";"12";30;20;16;7;4;5;12;94
"251";230440005070574;1;"18";"19";"13";"10";"2";"6";"6";38;25;35;20;6;6;13;143
"252";230440005070575;1;"29";"29";"29";"16";"7";"7";"10";39;38;23;8;13;4;13;138
"253";230440005070576;1;"35";"51";"51";"19";"6";"5";"16";26;23;28;12;7;7;20;123
"254";230440005070577;1;"20";"24";"31";"16";"12";"10";"6";28;23;30;14;6;5;8;114
"255";230440005070578;1;"14";"22";"18";"10";"5";"2";"7";32;25;29;13;6;12;10;127
"256";230440005070579;1;"35";"47";"65";"26";"10";"9";"14";34;34;26;14;4;8;12;132
"257";230440005070580;1;"10";"16";"14";"16";"3";"9";"7";11;9;9;10;4;10;2;55
"258";230440005070581;1;"10";"19";"16";"9";"0";"4";"6";20;21;7;3;2;4;6;63
"259";230440005070582;1;"31";"57";"57";"22";"8";"7";"11";22;31;20;13;6;10;15;117
"260";230440005070583;1;"22";"44";"39";"13";"12";"10";"6";22;18;15;11;2;7;8;83
"261";230440005070584;1;"19";"29";"32";"12";"4";"8";"4";16;18;12;11;6;7;3;73
"262";230440005070585;1;"20";"26";"20";"15";"5";"3";"11";19;14;16;16;7;4;8;84
"263";230440005070586;1;"18";"24";"18";"13";"11";"7";"15";35;43;37;34;19;18;11;197
"264";230440005070587;1;"14";"29";"32";"16";"6";"4";"9";20;21;30;10;14;24;5;124
"265";230440005070588;1;"2";"1";"2";"4";"2";"3";"2";2;0;2;2;1;4;1;12
"266";230440005070589;1;"13";"11";"14";"13";"3";"6";"17";31;43;30;25;13;23;5;170
"267";230440005070590;1;"14";"22";"20";"18";"7";"5";"5";22;27;18;15;11;10;15;118
"268";230440005070591;1;"18";"25";"26";"15";"12";"17";"4";14;26;23;14;8;13;8;106
"269";230440005070592;1;"25";"37";"51";"28";"8";"5";"21";35;44;34;23;15;10;12;173
"270";230440005070593;1;"28";"37";"29";"16";"1";"6";"9";29;30;24;9;3;10;13;118
"271";230440005070594;1;"23";"23";"18";"12";"4";"3";"13";27;27;25;11;5;8;12;115
"272";230440005070595;1;"18";"35";"37";"23";"8";"4";"10";31;26;20;12;7;10;14;120
"273";230440005070596;1;"4";"11";"8";"7";"1";"0";"4";16;18;6;4;5;1;4;54
"274";230440005070597;1;"11";"23";"29";"16";"4";"6";"8";31;37;26;12;5;4;11;126
"275";230440005070598;1;"18";"12";"7";"7";"3";"4";"13";39;40;26;12;7;6;14;144
"276";230440005070599;1;"18";"35";"17";"8";"2";"3";"13";21;23;15;10;4;0;9;82
"277";230440005070600;1;"14";"32";"28";"16";"11";"3";"10";20;19;11;16;6;4;5;81
"278";230440005070601;1;"7";"10";"14";"6";"6";"3";"4";21;25;20;19;16;12;5;118
"279";230440005070602;1;"16";"32";"21";"13";"9";"7";"9";22;27;23;15;8;7;11;113
"280";230440005070603;1;"37";"40";"34";"18";"9";"10";"16";31;36;19;17;12;15;6;136
"281";230440005070604;1;"11";"19";"20";"11";"7";"6";"1";11;25;25;9;8;6;3;87
"282";230440005070605;1;"19";"14";"25";"10";"6";"4";"11";24;31;23;15;9;11;7;120
"283";230440005070606;1;"14";"16";"10";"8";"2";"0";"11";26;35;43;12;7;11;2;136
"284";230440005070702;1;"22";"32";"28";"22";"10";"3";"16";27;27;31;18;9;10;9;131
"285";230440005070703;1;"32";"45";"45";"18";"5";"8";"9";31;21;22;15;7;4;8;108
"286";230440005070704;1;"19";"30";"22";"12";"7";"5";"7";23;22;13;3;6;4;11;82
"287";230440005070705;1;"42";"60";"42";"21";"7";"8";"27";48;31;15;15;5;4;27;145
"288";230440005070706;1;"39";"53";"44";"30";"6";"5";"17";37;34;25;8;6;3;23;136
